genres,release_year,popularity,budget,runtime,vote_count,vote_average,revenue
Comedy|Horror,2013,0.097506,3600000,89,11,3.8,0
Documentary,2013,0.096909,0,120,16,5.9,0
Romance|Crime|Comedy,2013,0.096455,0,0,30,5.5,0
Horror,2013,0.039953,0,3,28,7.1,0
Documentary,2013,0.213552,0,101,14,7.1,0
Documentary,2013,0.092901,0,80,41,7.1,0
Thriller|Crime|Mystery,2013,0.390247,0,121,22,6.1,0
Action|Drama|Thriller,2013,0.091023,0,90,12,5.2,0
Comedy|Romance,2013,0.090458,0,150,15,6.6,342000
Drama|Adventure|Documentary,2013,0.086723,1000000,92,16,7.1,0
Horror|Mystery|Thriller,2013,0.085503,1000000,92,12,3.3,0
Documentary,2013,0.08482,0,76,12,5.9,0
Comedy,2013,0.083891,0,87,28,6.6,0
Drama,2013,0.068614,0,85,17,5.4,0
Comedy,2013,0.060425,0,85,10,5.8,0
Comedy,2013,0.06263,0,60,28,7.7,0
Documentary,2013,0.07905,0,81,20,7.3,0
Horror|Drama|Mystery,2013,0.145356,232000,86,10,4,0
Documentary,2013,0.141918,0,400,10,6.9,0
Drama,2013,0.076717,0,60,15,5.3,0
Drama,2013,0.075867,1200000,114,19,6.5,2861020
Drama|Music,2013,0.075197,0,118,40,5.3,97
Romance|Comedy|Drama,2013,0.074251,0,102,20,6,0
Horror,2013,0.072669,0,85,13,4.2,0
Documentary,2013,0.350292,0,79,27,7.1,0
Comedy,2013,0.070124,0,101,27,6.1,0
Documentary|Music,2013,0.194285,0,186,10,7.5,0
Adventure|Horror|Thriller|Mystery,2013,0.069606,0,80,57,5.2,0
Documentary,2013,0.065723,0,77,29,6.5,0
Science Fiction,2013,0.096356,0,6,12,6.3,0
Romance|Drama|Mystery,2013,0.111367,0,180,11,6.7,0
Romance,2013,0.064635,0,90,11,3.9,0
Romance|Drama|Comedy,2013,0.064476,0,92,12,5.8,0
Documentary|Horror,2013,0.064187,0,88,18,6.2,0
Documentary,2013,0.080336,0,103,19,7.3,0
Drama|Music,2013,0.31727,0,102,22,6.1,0
Drama|Thriller,2013,0.1635,0,93,10,6.1,0
Comedy,2013,0.052986,0,96,19,5.4,0
Comedy|Drama,2013,0.050881,0,86,16,4.7,0
Animation|Comedy|Family,2013,0.028875,0,22,167,7.3,0
Documentary|Animation,2013,0.097682,0,88,26,7.1,0
Drama,2013,0.049367,0,90,10,5.8,0
Adventure|Comedy,2013,0.049206,3000000,90,19,4.9,0
Comedy,2013,0.048587,0,99,12,6.8,0
Drama|Romance,2013,0.042197,0,83,15,6.4,0
Documentary|Comedy,2013,0.042047,0,84,15,5.3,0
Music|Documentary,2013,0.041807,0,90,17,6.9,0
Comedy,2013,0.041774,0,91,18,6.1,0
Comedy,2013,0.073295,0,97,21,4.6,0
Horror|Thriller|Drama,2013,0.041543,0,90,10,5,0
Horror|Documentary|Mystery,2013,0.011798,0,0,10,4.7,0
Comedy,2013,0.040858,58000000,119,1174,6.1,44000000
Drama,2013,0.040535,0,101,19,6.2,0
,2013,0.03908,0,127,12,5.9,0
Action|Drama,2013,0.035299,0,106,17,5.5,0
Drama,2013,0.036702,0,95,10,4.9,0
Comedy|Drama,2013,0.162202,0,87,12,4.4,0
Thriller|Science Fiction,2013,0.029727,750,96,15,4.2,0
Comedy,2013,0.003066,0,86,10,5.8,0
Action|Comedy|Drama,2013,0.02402,0,143,17,5.9,0
Documentary|History|Music,2013,0.023757,0,120,11,6.5,0
Comedy,2013,0.112041,0,79,40,7.5,0
Drama|Music|Romance,2013,0.02115,0,119,11,6.2,0
Drama,2013,0.146962,0,83,15,6.2,0
Documentary,2013,0.01993,0,93,10,4.6,0
Documentary,2013,0.019755,0,93,20,7,0
Action|Drama,2013,0.08041,0,100,110,6,37884
Comedy,2013,0.016326,1400000,98,33,5,0
Horror|Fantasy,2013,0.015951,650,90,50,4.1,0
Documentary,2013,0.015722,0,96,10,6,729043
Documentary,2013,0.007821,0,62,10,6.7,0
Comedy,2013,0.015247,4500000,83,151,4.1,0
Documentary,2013,0.01351,0,90,31,6.9,0
Comedy,2013,0.011298,0,90,15,6.6,0
Science Fiction|Thriller,2013,0.017565,0,8,17,6.1,0
War|Action,2013,0.010335,30000000,131,64,5.5,68129518
Adventure|Action|Thriller,2013,0.010213,0,82,16,3.6,0
Documentary,2013,0.00854,0,88,12,7.8,0
TV Movie|Romance|Comedy|Drama,2013,0.035367,0,90,15,5.7,0
Horror,2013,0.008078,0,87,15,4.4,0
Documentary,2013,0.005853,0,88,11,6.6,0
Action|Science Fiction,2013,0.004323,500,7,11,7.5,0
Comedy,2013,0.040099,0,85,49,7.4,0
Documentary,2013,0.003611,348164,88,13,5.8,0
Comedy,2013,0.002838,0,71,12,7.2,0
Horror,2013,0.002719,0,91,19,4.9,0
Documentary|Music,2013,0.006115,0,75,14,7.4,137460
Action|Science Fiction,2013,0.002648,0,85,21,2.2,0
Documentary,2013,0.002647,0,107,10,7.8,0
Drama|Family,2013,0.002165,0,180,11,5.6,0
Comedy,2013,0.00062,0,92,82,6.1,0
Adventure|Comedy|Science Fiction|Family,1985,6.095293,19000000,116,3785,7.8,381109762
Comedy|Drama,1985,2.834739,1000000,97,1139,7.6,51525171
Adventure|Fantasy,1985,1.753688,20000000,121,124,6.6,18432000
Action|Adventure|Drama|Science Fiction,1985,1.746063,12305523,107,428,5.8,36230219
Adventure|Action|Thriller,1985,1.623978,30000000,131,272,5.8,152427960
Action|Adventure|Fantasy|Romance,1985,1.613752,25000000,114,120,6.3,15502112
Adventure|Comedy|Family,1985,1.596994,19000000,114,870,7.2,61389680
Horror,1985,1.299275,3000000,87,168,5.7,29999213
Action|Adventure|Drama|Thriller|War,1985,1.177428,44000000,96,476,6.2,300400432
Drama,1985,1.168819,31000000,161,128,6.7,128499205
Drama,1985,1.149954,31000000,91,517,6.6,300473716
Comedy|Science Fiction,1985,1.105634,15000000,132,434,7.4,0
Animation,1985,1.034373,25000000,80,114,6.2,21288692
Drama,1985,1.012186,15000000,154,168,7.5,146292009
Action|Adventure|Thriller,1985,0.898411,10000000,90,391,6.3,57500000
Action|Adventure|Comedy,1985,0.887605,12500000,100,50,4.9,238227
Comedy|Horror,1985,0.876636,4000000,91,104,7.1,14237000
Crime|Drama|Romance|Thriller,1985,0.873551,12000000,113,176,6.7,68706993
Adventure|Drama|Action,1985,0.790123,0,114,18,7.4,24467000
Comedy|Drama|Science Fiction,1985,0.76343,0,117,134,6.5,85313124
Family|Science Fiction,1985,0.719208,0,100,45,6.1,7840873
Horror|Thriller|Comedy,1985,0.717479,9000000,106,98,6.8,24922237
Adventure|Comedy|Romance,1985,0.715873,0,95,108,5.9,49364621
Action|Comedy|Crime,1985,0.709989,0,87,160,5.4,55600000
Adventure|Fantasy|Action,1985,0.70478,17900000,89,100,5.2,6948633
Horror|Science Fiction,1985,0.689416,3500000,102,91,6.7,34000000
Comedy|Thriller|Crime|Mystery,1985,0.688022,15000000,94,202,7.1,14643997
Horror|Thriller,1985,0.662175,2200000,92,82,5.2,21930418
Adventure|Comedy|Fantasy|Science Fiction|Family,1985,0.657238,50000000,108,26,5.9,23717291
Action|Thriller|Crime|Drama,1985,0.640586,0,101,11,6.1,20345361
Drama|Science Fiction|Thriller,1985,0.636546,1000000,91,58,6.4,0
Action|Adventure,1985,0.632419,1000000,95,36,5.8,0
Comedy|Crime|Mystery,1985,0.627053,0,98,97,6.7,0
Comedy|Romance|Fantasy,1985,0.623669,0,94,181,6.3,38934048
Romance|Western,1985,0.619817,0,115,120,6.8,41410568
Fantasy|Comedy|Romance,1985,0.617698,15000000,82,99,7,10631333
Drama,1985,0.617559,0,120,30,7.1,42400000
Horror|Thriller,1985,0.596755,3800000,116,57,6.6,0
Action|Adventure|Comedy|Romance,1985,0.587273,25000000,106,135,6.1,96773200
Action|Science Fiction|Thriller|Horror|Fantasy,1985,0.555541,25000000,116,49,5.8,0
Science Fiction|Comedy|Horror,1985,0.536718,900000,86,98,6.9,2023414
Comedy,1985,0.5129,9000000,92,21,4.4,20518905
Action|Comedy,1985,0.500115,0,90,29,5.2,0
Comedy|Romance,1985,0.497699,0,106,56,6.8,13000000
Comedy|Drama|Romance,1985,0.487412,0,100,32,6.5,0
Comedy|Adventure,1985,0.480534,0,102,79,5.8,0
Adventure|Drama|Action|Thriller|Crime,1985,0.476896,0,92,27,5.4,0
Comedy,1985,0.475936,0,82,22,5.8,331816
Comedy|Thriller|Drama,1985,0.458359,4500000,97,98,7,10609321
Adventure|Comedy|Family,1985,0.427104,6000000,90,102,6.5,40940662
Romance|Comedy|Crime|Drama,1985,0.425735,0,124,33,6.3,26657534
Comedy,1985,0.420284,0,97,81,6.9,10297601
Drama,1985,0.393705,0,130,13,5.6,0
Fantasy|Science Fiction,1985,0.393399,0,100,32,5.3,0
Drama|Music,1985,0.386036,0,113,15,6.6,14202899
Horror|Thriller,1985,0.384508,0,94,52,6,0
Comedy,1985,0.384037,20000000,97,55,6.5,45833132
Action|Thriller,1985,0.355653,0,107,18,4.5,0
Drama|Science Fiction,1985,0.354754,0,108,108,6.7,12303411
Action|Crime|Drama|Western,1985,0.184013,26000000,127,62,7.1,0
Fantasy|Family,1985,0.350256,0,187,13,6.2,0
Action|Adventure|Comedy|Crime|Drama,1985,0.343246,0,91,17,5.6,0
Comedy|Fantasy|Romance,1985,1.042351,0,91,136,6.3,0
Drama,1985,0.334805,0,120,15,5.5,0
Horror,1985,0.328682,0,95,43,5.6,0
Drama|Romance,1985,0.32767,0,110,62,5.7,37803872
Comedy|Drama,1985,0.32265,0,91,12,6.6,0
Comedy|Crime,1985,0.072899,3000000,83,10,5.4,0
Action|Comedy|Thriller,1985,0.317622,0,101,19,6.4,8800000
Comedy,1985,0.308982,945000,92,10,5.3,0
Action|Adventure|Crime|Drama|Family,1985,0.284856,18000000,109,85,6.4,0
Drama|Action|Comedy|Romance,1985,0.280847,5000000,104,38,6.2,27400000
Comedy,1985,0.278621,0,87,18,7.1,24689703
Adventure|Drama,1985,0.273731,6500000,126,29,5.6,0
Comedy|Romance,1985,0.261832,0,93,10,6.2,8692426
Action|Thriller,1985,0.252674,9000000,111,48,6.6,7936012
Adventure,1985,0.251976,0,101,13,6.2,2135577
Comedy,1985,0.22413,0,107,17,5.1,0
Thriller|Drama|Crime,1985,0.233892,0,132,14,6.3,0
Drama|Thriller,1985,0.322151,0,136,10,5.8,42160849
Adventure|Fantasy|Science Fiction|Family,1985,0.229931,25000000,113,50,6,11137801
Comedy|Horror,1985,0.09958,0,93,12,4.4,0
Comedy|Family|Fantasy|Science Fiction,1985,0.22565,0,94,20,5.6,4122748
Mystery|Thriller,1985,0.349429,15000000,108,27,6.6,0
Drama,1985,0.214009,5000000,121,11,6.3,502758
Thriller|Horror,1985,0.213085,0,91,16,4.7,0
Comedy|Action|Adventure,1985,0.211695,0,121,21,5.8,14393902
Horror|Comedy|Romance,1985,0.208914,3200000,94,32,5.5,10000000
Drama,1985,0.207447,0,113,15,5.3,1400000
Drama|Family,1985,0.194912,0,199,36,7.9,0
Action|Crime|Thriller,1985,0.183801,0,116,45,6.8,17307019
Action|Adventure|Comedy|Drama,1985,0.592905,10000000,108,31,6.8,25754284
Horror|Comedy|Science Fiction,1985,0.175287,1700000,93,31,5.7,0
Comedy|Family|Music|Romance,1985,0.160125,0,87,24,5.8,0
Adventure|Family|Fantasy|Romance|Science Fiction,1985,0.150168,25000000,109,77,6.1,9873044
Documentary,1985,0.147489,0,566,16,8.3,0
Action|Crime|Drama|Thriller,1985,0.20499,24000000,134,29,6.4,0
Drama|Romance,1985,0.135989,19000000,115,13,4.3,12918858
Comedy|Drama|Thriller,1985,0.132713,114,115,24,6.1,6700000
Comedy|Romance,1985,0.221195,11500000,100,28,6.1,0
Drama|History|Western,1985,6.50E-05,0,561,17,6,0
Comedy|Romance,1985,0.390167,0,90,12,6.5,8622757
Drama,1985,0.112015,860000,97,23,6.2,2451545
Comedy,1985,0.112308,0,98,14,5.9,0
Action|Adventure|War,1985,0.215817,2410000,100,30,5,10755447
Action,1985,0.092747,0,96,15,7.1,0
Adventure|Fantasy|Animation|Comedy|Science Fiction,1985,0.092608,0,77,17,5.6,0
Comedy|Drama,1985,0.069492,0,115,10,5.5,0
Drama|Romance,1985,0.047123,0,105,12,5.8,0
Adventure|Fantasy|Family,2005,5.939927,150000000,157,3406,7.3,895921036
Action|Crime|Drama,2005,5.400826,150000000,140,4914,7.3,374218673
Adventure|Family|Fantasy,2005,3.628726,180000000,143,1402,6.5,748806957
Action|Thriller|Fantasy,2005,3.617106,54000000,132,2670,7.6,132511035
Action|Thriller|Crime,2005,3.520836,40000000,124,1691,7.1,158733820
Adventure|Comedy|Family|Fantasy,2005,3.508379,150000000,115,1826,6.5,474968763
Science Fiction|Adventure|Action,2005,3.457537,113000000,140,2629,7,850000000
Adventure|Comedy|Family|Science Fiction,2005,3.087036,50000000,109,780,6.6,104478416
Action|Thriller|Science Fiction|Adventure,2005,2.623346,126000000,136,1027,6.4,162949164
Family|Animation,2005,2.444998,75000000,86,2107,6.4,532680671
Action|Adventure|Fantasy|Science Fiction,2005,2.368513,100000000,106,1715,5.6,330579719
Drama|Fantasy|Horror,2005,2.26533,100000000,121,1049,6.5,230427240
Comedy|Romance,2005,2.248624,40000000,119,795,6.3,285176741
Action|Science Fiction,2005,2.220063,62000000,93,408,5.3,52304001
Action|Comedy|Drama|Family|Thriller,2005,2.07205,56000000,95,493,5.8,113006880
Adventure|Thriller|Science Fiction,2005,1.844731,132000000,116,1238,5.9,591739379
Drama|History|Romance,2005,1.813128,85000000,145,409,7.1,162242962
Comedy|Romance,2005,1.78595,26000000,116,1236,6.2,109449237
Animation|Family|Comedy,2005,1.766397,150000000,81,542,5.6,314432665
Comedy|Drama|Romance,2005,1.72647,70000000,118,1010,6.3,368100420
Action|Thriller|Crime,2005,1.699822,32000000,87,677,6.1,85167639
Comedy|Drama|Romance,2005,1.632638,0,102,139,5.5,0
Fantasy|Comedy|Family,2005,1.610259,25000000,97,355,6.1,122489822
Drama|Action|Adventure|History|War,2005,1.592578,130000000,144,677,6.4,211643158
Comedy,2005,1.513147,43000000,101,240,5.7,154749918
Adventure|Drama|Action,2005,1.508329,207000000,187,1289,6.4,550000000
Comedy|Crime,2005,1.497085,53000000,118,170,5.3,95226116
Action|Thriller|Adventure|Crime,2005,1.496807,50000000,110,289,5.9,44434439
Drama|Romance,2005,1.480854,28000000,128,749,7.6,121147947
Drama|Romance,2005,1.475604,14000000,134,780,7.2,178043761
Animation|Comedy|Family|Science Fiction,2005,1.464718,75000000,91,858,5.9,260696994
Animation|Comedy|Family,2005,1.444028,0,72,136,5.9,0
Action|Crime|Adventure,2005,1.405588,87000000,101,292,4.8,71073932
Drama|Comedy,2005,1.351718,25000000,119,195,6.3,39053061
Action|Comedy|Drama|Thriller,2005,1.330824,110000000,120,1750,6.5,478207520
Drama|Crime,2005,1.316576,0,109,384,7,3154346
Action|Adventure|Drama|Western,2005,1.310993,75000000,129,592,5.8,142400065
Crime|Drama|Thriller,2005,1.274645,42000000,122,822,6.9,24127895
Family|Fantasy|Science Fiction|Adventure,2005,1.273393,65000000,101,389,5.9,64321501
Action,2005,1.270018,43000000,97,329,5,56681566
Drama|Horror|Thriller,2005,1.266058,0,110,279,5.2,161451538
Romance|Fantasy|Animation|Music,2005,1.265401,40000000,77,1022,7,117195061
Adventure|Animation|Comedy|Family,2005,1.212451,30000000,85,373,6.6,192452832
Comedy,2005,1.210683,70000000,97,181,5.2,88933562
Drama,2005,1.203532,2200000,93,36,5,0
Drama|Mystery|Thriller|Fantasy,2005,1.200307,29000000,103,219,6.6,21126225
Drama|War,2005,1.148377,72000000,125,448,6.4,96889998
Adventure|Horror,2005,1.142171,0,99,551,6.8,0
Science Fiction|Action|Adventure|Thriller,2005,1.110148,39000000,119,814,7.3,38869464
Horror,2005,1.107734,4000000,92,617,6.2,152925093
Comedy|Fantasy|Romance,2005,1.102836,58000000,95,304,6.5,102854431
Comedy|Family|Adventure|Fantasy|Romance,2005,1.094959,50000000,101,294,5.2,66002004
Comedy|Drama|Romance,2005,1.08379,57000000,123,192,6,52034889
Animation|Comedy|Family,2005,1.08108,0,68,133,6.4,0
Action|Crime,2005,1.075427,45000000,109,379,6.6,92374674
Horror,2005,1.056592,4800000,94,448,5.7,80578934
Action|Comedy|Crime|Mystery,2005,1.05364,15000000,103,527,7.1,15785148
Romance|Drama|History,2005,1.053307,88000000,144,370,7,108539911
Drama|Thriller|Crime|Romance,2005,1.051177,15000000,124,620,7.1,85306374
Animation|Comedy|Family,2005,1.048193,15000000,80,288,6,51053787
Horror|Mystery|Thriller,2005,1.045798,25000000,101,240,6.2,122644820
Comedy|Fantasy|Romance,2005,1.014707,85000000,102,262,4.9,131426169
Comedy|Drama|Romance,2005,1.013787,0,130,272,5.9,83073883
Comedy,2005,1.01068,10000000,94,307,5.2,0
Action|Adventure|Science Fiction|Thriller|Horror,2005,1.001465,60000000,100,321,4.9,55987321
Comedy|Romance,2005,0.985164,0,96,248,5.7,50817508
Adventure|Comedy|Family,2005,0.982784,60000000,94,285,5.8,129181830
Comedy|Drama|Romance,2005,0.956847,30000000,103,112,5.7,50451307
Comedy|Romance,2005,0.94817,30000000,98,80,6,58405313
Drama|Mystery,2005,0.918476,20000000,100,88,6.1,7535331
Action,2005,0.906223,80000000,128,197,6.2,162944923
Adventure|Fantasy|Action|Comedy|Thriller,2005,0.899944,88000000,118,451,5.4,105316267
Drama,2005,0.893879,30000000,108,82,6.9,18618284
Mystery|Drama|Thriller|Crime,2005,0.887848,52000000,113,280,6,77944725
Action|Adventure|Comedy,2005,0.885834,50000000,104,185,5.2,110803676
Drama|Action|History|Thriller,2005,0.869394,70000000,164,382,6.7,130358911
Crime|Drama|Horror|Thriller,2005,0.857834,19000000,122,323,6.2,144216468
Comedy|Drama,2005,0.852969,6500000,92,341,7.1,24793509
Comedy,2005,0.839023,22000000,83,118,4.8,22400154
Drama|Thriller,2005,0.835676,50000000,128,245,6,94000000
Fantasy|Comedy|Family|Adventure,2005,0.832054,84000000,94,169,3.9,0
Drama|Thriller,2005,0.82677,22000000,108,173,6.2,57479076
Crime|Drama|Family,2005,0.826568,50000000,130,143,6.6,42093706
Drama|Horror|Mystery|Thriller,2005,0.824869,43000000,104,289,6.3,91974818
Drama|Action|Crime,2005,0.79295,12000000,106,162,6.3,10289
Comedy,2005,0.786786,30000000,102,80,5.1,93772522
Drama|History,2005,0.784909,7000000,93,154,6.4,54600000
Drama,2005,0.775677,30000000,136,272,7.3,76669806
Drama|Thriller|Crime,2005,0.773901,32000000,96,403,6.7,60740827
Horror|Thriller|Drama,2005,0.773231,19000000,90,293,6,108047131
Comedy,2005,0.767076,100000000,90,363,5.9,202026112
Action|Crime,2005,0.743639,45000000,103,279,6.5,50871113
Comedy|Family,2005,0.738384,45000000,103,52,5.5,16809014
Comedy|Romance,2005,0.737768,35000000,105,139,5.4,68915888
Comedy,2005,0.733587,169000,103,73,6.5,18564702
Comedy|Crime|Drama|Thriller,2005,0.726858,35000000,122,78,5.9,30526509
Crime|Drama|Thriller|Action,2005,0.722961,2000000,120,85,6,5967038
Thriller|Drama|Mystery,2005,0.719502,55000000,98,427,6,223387299
Thriller,2005,0.718616,30000000,109,160,5.9,35294470
Comedy|Drama|Family|Romance,2005,0.709751,0,100,118,5.7,0
Comedy|Drama|Mystery|Romance,2005,0.709235,10000000,105,182,6.7,45742101
Comedy|Drama,2005,0.707056,20000000,101,147,5.7,12482775
Drama|Thriller|Crime|Mystery,2005,0.700854,0,115,234,6.2,0
Horror|Thriller,2005,0.699883,1000000,99,126,5.8,27762648
Horror,2005,0.694404,15000000,93,171,5.8,46770602
Action|Comedy,2005,0.685198,0,115,248,5.3,0
Action|Comedy|Horror,2005,0.681346,0,95,63,5.8,658573
Drama|Music|Romance,2005,0.681157,28000000,136,415,7,186438883
Comedy|Drama|Romance,2005,0.67686,0,103,164,6.2,0
Comedy,2005,0.665701,30000000,107,192,6.5,42886719
Drama,2005,0.664688,40000000,117,121,6.5,46442528
Romance|Comedy|Family,2005,0.663861,45000000,95,102,5.8,56070433
Adventure|Fantasy|Drama|Science Fiction|Family,2005,0.663398,4000000,101,44,6.5,866999
Horror|Comedy,2005,0.661616,35000000,97,75,5,19294901
Mystery|Thriller|Drama,2005,0.661473,50000000,99,162,6.4,8342132
Comedy,2005,0.643145,25000000,98,96,5.8,27645491
Comedy|Drama,2005,0.636922,82000000,113,443,6.2,190320568
Comedy,2005,0.635843,3000000,94,108,6,18637690
Comedy|Family|Adventure|Romance,2005,0.635481,32000000,95,135,5.4,97918663
Thriller|Science Fiction|Adventure|Action,2005,0.6269,80000000,110,58,4.8,5989640
Drama|Action|Romance,2005,0.622677,0,92,52,5.7,0
Horror|Adventure|Drama|Thriller,2005,0.613793,9000000,95,16,4.4,0
Horror|Thriller,2005,0.608364,18000000,100,85,4.2,46201432
Action,2005,0.606286,135000000,121,195,5,76932943
Comedy|Romance,2005,0.600522,15000000,88,133,6.2,47175038
Action|Adventure|Fantasy|Horror,2005,0.592369,25000000,95,62,3.8,2405420
Drama,2005,0.587776,25000000,127,76,7.1,0
Drama|Comedy,2005,0.58623,0,128,30,6.8,0
Comedy,2005,0.578189,0,112,120,6.2,37691644
Fantasy|Animation|Science Fiction|Family,2005,0.574244,0,82,17,5.5,0
Action|Adventure|Comedy|Drama|Mystery,2005,0.571693,130000000,124,243,5.6,119269486
Action|Comedy|Crime|Drama|Thriller,2005,0.564298,10000000,96,70,6,17297244
Crime|Drama,2005,0.561685,7000000,114,202,6.7,49084830
Animation|Family|Adventure,2005,0.558258,35000000,76,138,5.3,19478106
Drama|Mystery|Thriller,2005,0.55197,25000000,129,206,6.7,82466670
Drama|Comedy|Romance,2005,0.548181,0,93,97,6.7,2455831
Drama|Thriller,2005,0.548166,950000,103,353,6.8,7022209
Horror,2005,0.543159,40000000,113,334,5.3,68766121
Action|Adventure|Drama|History|War,2005,0.538043,80000000,132,53,6.5,10166502
Action|Crime,2005,0.534781,50000000,127,277,6.1,22944502
Fantasy|Animation|Horror|Action|Thriller,2005,0.527458,0,83,28,6,0
Comedy|Family,2005,0.516803,0,97,20,5.1,0
Comedy|Romance,2005,0.511084,25000000,105,73,5.1,36351350
Action|Comedy|Crime,2005,0.510683,0,83,77,5.2,12382362
Comedy|Drama,2005,0.510534,0,107,39,6.3,0
Adventure|Fantasy|Action|Family,2005,0.509129,50000000,92,148,4.3,69425966
Adventure|Animation|Family,2005,0.506241,0,72,119,5.9,0
Drama|Family,2005,0.500883,25000000,120,64,7,15431177
Comedy,2005,0.499926,0,84,100,7,1117920
Drama|Thriller,2005,0.499629,0,99,50,5.6,0
Horror|Thriller,2005,0.498926,3500000,93,27,5,0
Adventure|Crime|Drama|Mystery|Western,2005,0.484314,15000000,121,75,6.7,12036149
Action|Crime|Thriller,2005,0.481416,13000000,96,26,4.3,0
Comedy|Fantasy|Horror,2005,0.479833,0,78,25,4.4,0
Horror|Thriller,2005,0.466529,1000000,90,62,5.4,10047674
Drama,2005,0.463862,30000000,118,119,6.5,27610873
Drama|Horror|Thriller,2005,0.463596,10000000,101,125,5.5,91196419
Documentary,2005,0.457465,0,110,40,6.7,0
Drama|Mystery,2005,0.45648,475000,110,177,6.8,3919254
Horror|Thriller|Drama,2005,0.453059,30000000,117,38,4.6,251495
Family|Animation|Comedy,2005,0.452035,0,75,13,7,0
Drama|History|Romance,2005,0.449627,30000000,135,157,6.1,30536013
Drama,2005,0.449064,14200000,139,33,6.9,674918
Family|Romance,2005,0.446519,0,87,75,5,0
Adventure|Comedy|Family,2005,0.444301,35000000,100,292,5.8,86369815
Drama|Thriller,2005,0.443094,900000,96,34,5.6,381420
Horror|Thriller,2005,0.441927,26000000,85,225,6.1,57891803
Horror|Thriller,2005,0.439824,0,101,54,5.8,0
Comedy,2005,0.439013,0,94,48,5.5,40442437
Family|Adventure|Comedy|Music|Fantasy,2005,0.437792,0,88,21,4.5,0
Horror|Thriller,2005,0.429125,0,83,72,5.6,0
Family|Animation,2005,0.42658,0,70,31,5.9,0
Drama|Fantasy|Thriller,2005,0.426203,0,108,11,6.3,0
Comedy|Music|Romance,2005,0.425202,0,105,17,5.8,2945242
Adventure|Fantasy|Drama|Action,2005,0.423386,0,103,30,6,92076
Comedy|Drama,2005,0.42232,7000000,106,130,7.4,2697930
Animation|Comedy|Family,2005,0.41704,0,11,34,6.3,0
Animation|Family|Romance,2005,0.411236,0,85,50,6.2,0
Family|Animation,2005,0.407369,0,70,48,5.8,0
Drama,2005,0.406323,1500000,111,22,6.4,712294
Comedy|Family|Romance,2005,0.405822,45000000,90,144,5.7,72028752
Animation|Family,2005,0.401154,0,68,48,6.4,0
Comedy|Drama|Romance,2005,0.394709,9000000,103,15,4.6,0
Crime|Drama|Mystery,2005,0.393751,0,87,12,5.7,0
Animation|Family,2005,0.392879,0,4,70,7.1,0
Comedy|Music,2005,0.390848,45000000,134,84,5.9,38058335
Drama|Romance,2005,0.389612,0,92,14,5.1,0
Drama,2005,0.387304,818418,152,56,6.9,4851244
Comedy,2005,0.37881,0,96,12,4.8,0
Drama,2005,0.37807,8000000,116,50,6.2,22201636
Drama,2005,0.374704,1000000,103,65,6.5,13350369
Comedy|Crime|Drama|Romance,2005,0.430394,0,105,15,5.5,0
Drama|Horror|Crime,2005,0.371866,0,107,132,6.6,0
Drama|Family,2005,0.37163,2000000,0,11,4.7,0
Action|Fantasy|Horror|Thriller,2005,0.370396,20000000,96,74,3.5,10442808
Thriller|Horror|Drama|Mystery,2005,0.369596,20000000,89,91,4.5,67192859
Comedy|Drama|Romance,2005,0.367248,13000000,129,106,6.7,23727301
Comedy|Documentary,2005,0.261343,0,89,18,5.8,0
Fantasy|Drama|Thriller|Science Fiction,2005,0.36373,12000000,120,66,6,0
Drama|Thriller,2005,0.358694,9000000,85,36,5.1,0
Comedy|Romance,2005,0.351378,11000000,96,12,5.8,0
Horror|Thriller|Mystery,2005,0.347958,4000000,88,27,4.6,0
Comedy|Drama|Family|Fantasy|TV Movie,2005,0.612001,0,86,44,5,0
Horror,2005,0.344046,6000000,95,13,3.8,0
Action|Crime|Drama|Thriller,2005,0.340545,0,93,11,5.5,0
Action|Horror|Thriller,2005,0.340262,0,99,23,3.4,0
Thriller|Mystery|Drama,2005,0.336382,0,106,11,4.6,0
Drama,2005,0.335779,0,96,51,5,1928985
Horror|Thriller,2005,0.333513,5000000,91,21,4.5,0
Action|Adventure|Horror|Thriller,2005,0.332997,30000000,97,111,5.2,15007991
Comedy|Drama|Music|Romance,2005,0.330618,40000000,135,89,6.5,31670620
Documentary,2005,0.330279,0,95,38,7.3,0
Adventure|Animation|Family|Fantasy,2005,0.32793,0,75,28,6,0
Drama|Mystery|Thriller,2005,0.327026,12000000,98,12,5.1,0
Comedy|Drama|Romance,2005,0.327022,0,91,34,2.5,0
Documentary,2005,0.326691,0,103,70,6.9,0
Comedy|Drama,2005,0.326577,1500000,81,118,6.7,11098131
Animation|Thriller|Family,2005,0.323527,0,75,22,6.5,0
Drama|Foreign|War,2005,0.207288,0,140,11,6.2,0
Drama|Mystery|Thriller,2005,0.476555,25000000,107,29,5.8,0
Thriller|Crime|Drama,2005,0.317918,1900000,127,10,6.1,0
Comedy|Crime|Drama,2005,0.317018,18000000,100,40,6.2,0
Thriller|Crime|Drama,2005,0.356717,0,90,26,6.3,3357075
Comedy|Drama|Romance|TV Movie,2005,0.309437,0,94,15,6.1,0
Comedy|Horror,2005,0.31008,3000000,87,27,4.3,0
Action|Thriller,2005,0.301564,15000000,96,17,4.7,0
Comedy|Drama|Family,2005,0.300101,0,111,16,5.6,0
